,arrivals_exponential_rate,services_exponential_rate,number_of_stations,queue_size_avg,wait_time_avg,response_time_avg,end_to_end_delay_avg,drop_probabilities,queue_capacity
893,190,930;930;930,3,0.05233439129158662;0.05151116979602908;0.051918715100230654,0.0002753132526258596;0.0002709896386771049;0.00027313652614214097,0.0013458266696447902;0.0013414820142328306;0.00135244418633098,0.004039750356072759;0.0;0.0,0.0;0.0;0.0,10.0
894,190,940;940;940,3,0.051682553080115656;0.05164251006927209;0.051333822995218666,0.0002720497752255744;0.0002718409926631765;0.00027021624517589195,0.001339086219978267;0.0013354521831498271;0.0013357266092314574,0.0040102365722493195;0.0;0.0,0.0;0.0;0.0,10.0
895,190,950;950;950,3,0.05054389981900069;0.05103471391064438;0.05105634625476912,0.000265295927628076;0.0002678754119071925;0.00026797255247431267,0.0013202764265285727;0.0013204234998317103;0.001322894930782738,0.003963594857143027;0.0;0.0,0.0;0.0;0.0,10.0
896,190,960;960;960,3,0.04761867913015802;0.0494171351473145;0.048647195925696884,0.00025078667488548335;0.0002602626616475539;0.00025620776975691483,0.0012901445895303128;0.0013038571720300257;0.0012898762113126643,0.003883877972873002;0.0;0.0,0.0;0.0;0.0,10.0
897,190,970;970;970,3,0.04884999565407071;0.04885775618336162;0.04934065504187999,0.00025545940226449264;0.0002555313134205965;0.0002580591306443976,0.0012853159492429266;0.0012882183832641006;0.0012911064759078491,0.003864640808414873;0.0;0.0,0.0;0.0;0.0,10.0
898,190,980;980;980,3,0.046235332216804294;0.046641136600597786;0.046683359628326655,0.00024398072152032155;0.00024612168650534695;0.00024634475328211297,0.0012620114184598245;0.0012642777620190929;0.0012660661739926926,0.0037923553544716095;0.0;0.0,0.0;0.0;0.0,10.0
899,190,990;990;990,3,0.045328218333355305;0.04545821026503762;0.044363786738351424,0.00023865367565774833;0.00023935753007681194;0.00023359785514889993,0.0012496667428726783;0.0012482634832686836;0.00123890189263295,0.0037368419801854023;0.0;0.0,0.0;0.0;0.0,10.0
900,200,100;100;100,3,9.004781637418539;4.644898466124749;3.584585429426345,0.08975905100414915;0.05046744473926602;0.040654892940236505,0.09972612338757023;0.06046035364988956;0.05062336900347238,0.21493560894935518;0.0;0.0,0.49909;0.08250798722044729;0.04172834131475838,10.0
901,200,110;110;110,3,8.782857889786756;4.634284955294961;3.661251520252066,0.07967137045199964;0.045734492597262054;0.03789602259632829,0.08873875131216204;0.05482674887215914;0.04697352063515514,0.19442109411796754;0.0;0.0,0.44661;0.08066294348352582;0.04654226556816171,10.0
902,200,120;120;120,3,8.545949814712962;4.648267507655457;3.6200419765703007,0.07133686443748219;0.042283764174631824;0.03437412041446821,0.07967237024974828;0.050646536005326585;0.042718304870679034,0.17649970448584412;0.0;0.0,0.40002;0.08223311328932453;0.0419429256507602,10.0
903,200,130;130;130,3,8.24523127446139;4.53739449819597;3.5617616382278463,0.06374008765690284;0.03820577922446274;0.031411157271157446,0.07145397913030828;0.04591772446438184;0.03913954144186023,0.15984838790503933;0.0;0.0,0.35189;0.08185185185185186;0.045066397713901495,10.0
904,200,140;140;140,3,7.843223267768034;4.542450639791195;3.567604863452872,0.05642407017203122;0.03556943202610169;0.02914137740544827,0.0635790949201351;0.04272313584110844;0.03627859554502035,0.1456487730897512;0.0;0.0,0.3062;0.08118900373365624;0.04140647064361251,10.0
905,200,150;150;150,3,7.409784852266306;4.534665850855465;3.4410231406524145,0.049999077364400735;0.03325995754632792;0.02629097938971399,0.05667564022281604;0.039960919280659764;0.03292543005892446,0.13223828934105225;0.0;0.0,0.25883;0.07991255768763662;0.039952479429753156,10.0
906,200,160;160;160,3,6.919882247149472;4.397111465028315;3.509894336489629,0.044096349965540266;0.030143909372282257;0.025021490435901496,0.05035423332575605;0.03639788546372009;0.03123719846005192,0.12024578133577435;0.0;0.0,0.21527;0.07037712042618814;0.03833497861138532,10.0
907,200,170;170;170,3,6.326767095272787;4.139228447570623;3.5147592687245988,0.03839936647071505;0.02680508968205119;0.023758638252564475,0.04428978864356449;0.03265228491747169;0.029660432403839178,0.10858867720849308;0.0;0.0,0.1766;0.06277781826131312;0.04195985434565693,10.0
908,200,180;180;180,3,5.772941907252324;4.124239791111033;3.4006080849645404,0.033521192006419995;0.025477924486570085;0.021773059204898294,0.03906675727361664;0.031041555141077544;0.027315737043915628,0.09905034110966836;0.0;0.0,0.14198;0.05997878713707939;0.035092940490805156,10.0
909,200,190;190;190,3,5.218690143345241;3.8101720128233745;3.160035529390049,0.029376372237532478;0.02260973536791388;0.01934532944024089,0.034670031955881066;0.027868579249348057;0.024587885360539855,0.0883809124624423;0.0;0.0,0.10951;0.051367863078927274;0.030639547273459144,10.0
910,200,200;200;200,3,4.61058657308292;3.66338029757287;3.152266310436899,0.025050538360002924;0.02084305698463538;0.018506039251370076,0.03004481248855838;0.025841803948716064;0.023503713808147825,0.08038275524247496;0.0;0.0,0.08272;0.04502638349832105;0.03085898255548452,10.0
911,200,210;210;210,3,4.003113268142597;3.3759241581093002;2.8992745745566273,0.021374094167636012;0.018698624172627954;0.01646409903057376,0.026129796043188047;0.023470946159478916;0.021208691734708518,0.07151655707006363;0.0;0.0,0.06279;0.03592999679863408;0.024608946896483012,10.0
912,200,220;220;220,3,3.5601974284513815;3.072624734129708;2.7273301456150567,0.018665125992026764;0.01661009811102822;0.015063165582566202,0.023239167078370232;0.021182410678670598;0.01962724385839332,0.06453573071408768;0.0;0.0,0.04763;0.03013851113654741;0.0212010308162072,10.0
913,200,230;230;230,3,2.996549860546949;2.694334717941157;2.516994256615666,0.015534487709446695;0.014284763117981625;0.013573527232771668,0.019855578211907764;0.018632697387886633;0.017931245378067034,0.056726764479747;0.0;0.0,0.0329;0.02216063617467917;0.016867775674446642,10.0
914,200,240;240;240,3,2.659239147111215;2.4401983386045707;2.323351779570766,0.013612662460014325;0.012708400392113886;0.012288783830410112,0.01777863121638409;0.016871093060353348;0.01646833506987013,0.0513355917007564;0.0;0.0,0.02453;0.017099975395718853;0.015219001324752,10.0
915,200,250;250;250,3,2.3001520662475468;2.1529083128340263;2.048737075287894,0.011764384671738477;0.011153978440446313;0.010741677228629577,0.015760130326054313;0.015157101089106208;0.014753633965328444,0.04581885202522462;0.0;0.0,0.018;0.01279061478456572;0.011791284971527606,10.0
916,200,260;260;260,3,2.123256776141135;2.0037695617859974;1.8350693779582727,0.010722242584953011;0.010230184790276977;0.0094601846817656,0.01459356027199652;0.014095054556495692;0.013300126625130275,0.04210206232269902;0.0;0.0,0.01447;0.010817502841370352;0.009632942817866596,10.0
917,200,270;270;270,3,1.8004077887204468;1.6725081209496464;1.6076041579729985,0.009109145789989018;0.008527988568332394;0.00824061439370526,0.012816524062253405;0.012227837317034675;0.011936702770213279,0.03703934140317592;0.0;0.0,0.01068;0.0077124460482558554;0.005337788281313666,10.0
918,200,280;280;280,3,1.5517506047936793;1.5108699739995388;1.5084508229080469,0.0077941083537575685;0.0076311119971544834;0.007662247057083626,0.01136043090134602;0.011177608974396685;0.011243551323611335,0.03383232117015381;0.0;0.0,0.00593;0.00552286102308737;0.005675093320384814,10.0
919,200,290;290;290,3,1.3919048204635662;1.3735388048084336;1.317626753699632,0.007012129131904799;0.006950504296475079;0.006695363677407748,0.01045497574584772;0.010397708188467079;0.010139566240187596,0.03101377493029628;0.0;0.0,0.00515;0.004432962747029613;0.004240753642504468,10.0
920,200,300;300;300,3,1.2215149734100235;1.2173158405522808;1.18652331266567,0.006161111084375325;0.006165979092806124;0.006025083644427663,0.009493146850293658;0.009503699590715786;0.009361046196265724,0.028372020203137494;0.0;0.0,0.00408;0.0042272896145234004;0.002430317453914727,10.0
921,200,310;310;310,3,1.1063128342208117;1.0813673422519996;1.0598753073501939,0.005565141786085388;0.005452171425441623;0.005354299548563735,0.008778445827468605;0.008670204759346224;0.008590381793001641,0.026047798002142138;0.0;0.0,0.00283;0.0022865395029785184;0.0019299391868120822,10.0
922,200,320;320;320,3,0.995679207102351;1.0086160606208538;0.9729100801315301,0.004972102903297087;0.005046410774553306;0.004875961256542465,0.008087526842421375;0.008169473801946324;0.007999156641272325,0.02426144492115083;0.0;0.0,0.00192;0.0019237705903571;0.0017166606432959884,10.0
923,200,330;330;330,3,0.8991807126558576;0.8801464774687279;0.8676819875047201,0.004517126470798981;0.004427310255825194;0.004369230898858133,0.007550851135033646;0.007467824490433739;0.007410014795627742,0.022431332188329243;0.0;0.0,0.00163;0.0013121782158382915;0.0010130289565801747,10.0
924,200,340;340;340,3,0.8066819133693035;0.8384502683241092;0.812260150767631,0.004034293525375022;0.0041986563613337635;0.004072572668162909,0.00696872680664111;0.007140024829145945;0.006993650460325222,0.02110397438227923;0.0;0.0,0.00115;0.0012714876405394311;0.001233070345159447,10.0
925,200,350;350;350,3,0.7673905947902155;0.7532262982954004;0.7433363868683596,0.003825735244070304;0.0037588324863184544;0.0037123203227125796,0.006692320318206014;0.006619376534215606;0.006566834712849585,0.019881522933227178;0.0;0.0,0.00142;0.00100144207659029;0.0007518420129316826,10.0
926,200,360;360;360,3,0.6965009757975101;0.675557063534611;0.6787937990958953,0.003467068967741346;0.0033653796336831814;0.0033829156096138423,0.006241886369521361;0.00612803888033931;0.006152575608233677,0.018523781851032352;0.0;0.0,0.00065;0.0007905296548687621;0.0003905702325395077,10.0
927,200,370;370;370,3,0.6080115061141322;0.6372322264321393;0.6184989141955033,0.003037623777287733;0.0031860040232071485;0.0030930955121175525,0.005725235438729072;0.005875446611810969;0.005784203968654253,0.017386050125022725;0.0;0.0,0.00046;0.0007203385591227877;0.0003504169962255084,10.0
928,200,380;380;380,3,0.5864563244057891;0.5857663795806737;0.592733996977154,0.0029206245686566267;0.0029181221298302685;0.002954040671369388,0.005538277809545566;0.005543417513818623;0.005593847396040608,0.01667533011509456;0.0;0.0,0.00065;0.0003202145437443087;0.0003803803803803804,10.0
929,200,390;390;390,3,0.5265520721154934;0.5441791113345865;0.5475563862439286,0.0026303970033318093;0.0027194582627249326;0.0027373848957020965,0.005192447023021576;0.005291600130783917;0.00531795176122292,0.01580261628662247;0.0;0.0,0.00037;0.00044017166695011053;0.00038031566199945953,10.0
930,200,400;400;400,3,0.5006073315898749;0.5141146712102557;0.48354254929043844,0.0025003987868624;0.0025686250273972274;0.002416188005699551,0.005007395776523289;0.005086549731940717;0.004912982670894722,0.01500642429651767;0.0;0.0,0.00026;0.0002800784219581483;0.00011006383702547478,10.0
931,200,410;410;410,3,0.468312480151521;0.46435739889922384;0.4609036963800854,0.002340188017292481;0.00232121876798179;0.0023043207860877738,0.004787690219011397;0.0047620807770821175;0.004746022151039347,0.014295784046787129;0.0;0.0,0.00033;0.0003101054358481884;0.00016010566974202975,10.0
932,200,420;420;420,3,0.4185618166541292;0.4260038313080105;0.4197889973576364,0.0020972316011142293;0.0021347876009454327;0.002103812784559178,0.004472885390550181;0.004507432299024054;0.0044733718550384795,0.013453243161456881;0.0;0.0,0.00015;0.00010001900361068603;8.002480769038402e-05,10.0
933,200,430;430;430,3,0.3984726024313326;0.4081701515354347;0.3998943187341479,0.0019920656023627034;0.002040894176654841;0.0019997112684826818,0.004312213499394192;0.004380900645797525;0.004331260184235211,0.013024579720066973;0.0;0.0,0.00018;0.00017003400680136026;0.00011004071506457389,10.0
934,200,440;440;440,3,0.38519644021925065;0.3767771955932891;0.38100085751778523,0.0019218648344864798;0.001880131359242728;0.00190136431966391,0.004213355897813657;0.004163140642188626;0.0041661137268852845,0.012542647350498664;0.0;0.0,0.00011;0.00013001560187222467;6.001560405705483e-05,10.0
935,200,450;450;450,3,0.3574436530591691;0.35970237834978347;0.35387418094137807,0.0017822988119523015;0.0017936664144980706;0.0017646974082724351,0.004007188745255108;0.004007186114148112;0.0039878401837581245,0.012002400040403847;0.0;0.0,2e-05;4.000120003600108e-05;0.0001300091006370446,10.0
936,200,460;460;460,3,0.3234846218889082;0.3358991972186752;0.33498451426443193,0.001625827016394652;0.0016884216807970707;0.0016838225443545373,0.003800230529015951;0.003861484896392582;0.0038647199865701086,0.011526529411696086;0.0;0.0,2e-05;9.000270008100243e-05;3.0003600432051847e-05,10.0
937,200,470;470;470,3,0.3141718619615362;0.3073182092191702;0.3091713508551661,0.0015741955273830296;0.001539949780486861;0.001549289961674577,0.0037045294173705845;0.0036649572765321027;0.0036837336737709186,0.011053314024249528;0.0;0.0,6e-05;2.000140009800686e-05;3.000270024302187e-05,10.0
938,200,480;480;480,3,0.2938306048932238;0.3008124801487524;0.28813086175870967,0.0014740006532136377;0.0015093040800272764;0.001445603887175825,0.0035545866264590363;0.0036057649511646445;0.0035262672712124887,0.010686529599262995;0.0;0.0,1e-05;7.000140002800056e-05;1.0001100121013312e-05,10.0
939,200,490;490;490,3,0.27845504888879113;0.28582646686489144;0.2842265892130842,0.0013918771009120484;0.0014286754075398943;0.0014207978603657837,0.003425096222089608;0.0034689345897512157;0.0034602508178144787,0.010354290174387843;0.0;0.0,0.0;0.0;1.000040001600064e-05,10.0
940,200,500;500;500,3,0.26333071188718304;0.260633503273627;0.2646275475806501,0.0013197124421670335;0.0013062134415049045;0.0013263048717775318,0.003322868301553483;0.003300397829247151;0.0033307291315419355,0.009954115793045837;0.0;0.0,0.0;2.000020000200002e-05;2.000080003200128e-05,10.0
941,200,510;510;510,3,0.250059498401115;0.25368099883039014;0.25678310286162753,0.0012441911821880368;0.001262278323394293;0.0012776785130664053,0.003199492384519891;0.0032174221416441033;0.0032478752674892815,0.009664727628764894;0.0;0.0,4e-05;1.000050002500125e-05;2.000120007200432e-05,10.0
942,200,520;520;520,3,0.23719742430439306;0.23592167034508757;0.23810891374200693,0.001186720445669092;0.0011803619023909324;0.0011912870870968975,0.0031049760638699286;0.003091212929901173;0.0031215399718453277,0.009317769908251684;0.0;0.0,0.0;0.0;4.000120003600108e-05,10.0
943,200,530;530;530,3,0.22369630600223128;0.2293170592711824;0.22992070472301643,0.0011190239509862904;0.0011471595093228532;0.0011502367616817598,0.003005363173184263;0.0030432006452580642;0.0030325335996774123,0.009081003795988654;0.0;0.0,2e-05;0.0;3.000120004800192e-05,10.0
944,200,540;540;540,3,0.21758844417282674;0.21456842499319095;0.21582801655094536,0.0010911802774695363;0.0010760133623609473;0.001082479308060895,0.0029363577467679354;0.0029217792901755258;0.0029358777094813404,0.008793933974583385;0.0;0.0,0.0;0.0;2.000020000200002e-05,10.0
945,200,550;550;550,3,0.20718132337075282;0.21120642900153716;0.20438430333270305,0.001033861793814309;0.0010539326091191209;0.00101989369113423,0.0028514811482752696;0.0028609738830021408;0.002826743988978138,0.008539199020255553;0.0;0.0,0.0;0.0;0.0,10.0
946,200,560;560;560,3,0.2015972504484351;0.20002463976832097;0.20410469551809027,0.0010043583029804752;0.0009965133197987154;0.0010168738986660348,0.002790969565178731;0.002779236832874286;0.002809998482976938,0.008380249416728986;0.0;0.0,0.0;3.000060001200024e-05;3.0001500075003752e-05,10.0
947,200,570;570;570,3,0.1850602310031977;0.18795666986387016;0.18287287217565887,0.000925118650979056;0.0009396201242886284;0.0009141315278485767,0.0026734044571262586;0.002699168032200356;0.0026611695950899262,0.008033768173164686;0.0;0.0,0.0;0.0;0.0,10.0
948,200,580;580;580,3,0.18128296827903212;0.18766306919830858;0.1808762342269418,0.0009053047049042721;0.0009371884832867578;0.0009032964244592598,0.0026275343767959026;0.002666611100874562;0.002623389834229227,0.007917561202823541;0.0;0.0,0.0;1.000010000100001e-05;0.0,10.0
949,200,590;590;590,3,0.1719477881095854;0.17413960197240358;0.17288109470574173,0.0008594897635929911;0.0008705052605018936;0.0008642309741761987,0.0025482574771768427;0.0025716280385345426;0.0025549220362465707,0.007674805581328232;0.0;0.0,1e-05;0.0;0.0,10.0
950,200,600;600;600,3,0.163771017088925;0.16656169335054316;0.16461970293129174,0.0008236649876399345;0.0008376311114506377;0.0008279474538829782,0.0024845052438857043;0.002503056109155115;0.0024897307293633014,0.007477335449687538;0.0;0.0,0.0;0.0;0.0,10.0
951,200,610;610;610,3,0.16352084619965404;0.1593252571036674;0.16571980263470773,0.0008166070151850339;0.0007956344120528711;0.0008275779119980073,0.0024586028376568556;0.002435134100153653;0.0024733396576172807,0.007367076595427797;0.0;0.0,0.0;0.0;0.0,10.0
952,200,620;620;620,3,0.15222971072105218;0.1549335743638595;0.1576948660454523,0.0007609635994136499;0.0007744508310698252;0.0007882686468078142,0.0023665831919862526;0.002381979131090572;0.0024080353457991152,0.007156597668875937;0.0;0.0,0.0;0.0;0.0,10.0
953,200,630;630;630,3,0.1466674655520669;0.15035995327382612;0.1495529721089019,0.0007278120598135971;0.000746163841808349;0.0007421421013791592,0.0023113423155218266;0.002335187170156338;0.002334759603370748,0.006981326081752418;0.0;0.0,0.0;0.0;1.000020000400008e-05,10.0
